,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,duration_of_stay
16785,Renaissance Hotel,0,5,2018,September,37,7,1,4,2,0.0,0,HB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,161.0,0,0,5
16787,Renaissance Hotel,0,32,2018,September,37,9,0,3,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,120.0,1,0,3
16788,Renaissance Hotel,0,94,2018,September,37,10,0,2,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,90.0,0,0,2
16789,Renaissance Hotel,0,52,2018,September,37,8,0,4,2,0.0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,8.0,0,Contract,79.5,0,1,4
16790,Renaissance Hotel,0,37,2018,September,37,9,0,3,2,0.0,0,BB,ESP,TA/TO,0,0,0,E,E,0,No Deposit,8.0,0,Contract,97.5,0,0,3
16792,Renaissance Hotel,0,287,2018,September,36,1,2,9,1,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,123.0,0,0,11
16793,Renaissance Hotel,0,31,2018,September,37,6,2,4,2,0.0,0,HB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,155.5,0,2,6
16794,Renaissance Hotel,0,205,2018,September,36,3,2,8,2,0.0,0,HB,DEU,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0,Transient,82.35,0,0,10
16795,Renaissance Hotel,0,178,2018,September,37,12,0,1,1,0.0,0,BB,SWE,TA/TO,0,0,0,A,D,0,No Deposit,251.0,0,Transient,54.9,0,0,1
16796,Renaissance Hotel,0,178,2018,September,37,12,0,1,1,0.0,0,BB,SWE,TA/TO,0,0,0,A,F,0,No Deposit,251.0,0,Transient,54.9,0,0,1
16797,Renaissance Hotel,0,178,2018,September,37,12,0,1,2,0.0,0,BB,SWE,TA/TO,0,0,0,A,A,0,No Deposit,251.0,0,Transient,61.65,0,0,1
16798,Renaissance Hotel,0,178,2018,September,37,12,0,1,2,0.0,0,BB,SWE,TA/TO,0,0,0,A,C,0,No Deposit,251.0,0,Transient,61.65,0,0,1
16801,Renaissance Hotel,0,51,2018,August,36,31,3,10,2,0.0,0,BB,PRT,Direct,0,0,0,F,F,0,No Deposit,250.0,0,Transient,135.31,0,0,13
16802,Renaissance Hotel,0,178,2018,September,37,12,0,1,1,0.0,0,BB,SWE,TA/TO,0,0,0,A,D,1,No Deposit,251.0,0,Transient,54.9,0,0,1
16803,Renaissance Hotel,0,36,2018,September,37,10,0,3,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0,Transient,120.0,1,1,3
16805,Renaissance Hotel,0,69,2018,September,37,10,0,3,2,0.0,0,BB,ESP,TA/TO,0,0,0,E,E,0,No Deposit,8.0,0,Transient,97.5,1,0,3
16806,Renaissance Hotel,0,81,2018,September,37,6,2,5,3,0.0,0,HB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,142.0,0,Transient,129.4,0,1,7
16807,Renaissance Hotel,0,178,2018,September,37,12,0,1,2,0.0,0,BB,SWE,TA/TO,0,0,0,A,F,0,No Deposit,251.0,0,Transient,61.65,0,0,1
16808,Renaissance Hotel,0,117,2018,September,37,6,2,5,2,0.0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,152.0,0,Transient,91.5,0,0,7
16809,Renaissance Hotel,1,259,2018,September,38,18,2,5,2,0.0,1,BB,PRT,TA/TO,0,1,0,A,A,0,No Deposit,240.0,0,Transient,83.0,0,1,7
16810,Renaissance Hotel,0,53,2018,September,37,8,1,5,2,0.0,0,BB,FRA,Direct,0,0,0,E,E,1,No Deposit,250.0,0,Transient,123.0,0,1,6
16811,Renaissance Hotel,0,246,2018,September,37,7,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,147.0,0,Transient,60.51,0,0,7
16812,Renaissance Hotel,0,1,2018,September,37,11,1,2,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,D,0,No Deposit,241.0,0,Transient,92.4,0,0,3
16813,Renaissance Hotel,0,167,2018,September,37,7,2,5,2,0.0,0,HB,NLD,TA/TO,0,0,0,E,E,0,No Deposit,71.0,0,Transient,111.15,0,0,7
16814,Renaissance Hotel,0,65,2018,September,37,7,2,5,2,0.0,0,HB,ESP,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,186.0,1,2,7
16815,Renaissance Hotel,0,113,2018,September,37,10,1,3,2,0.0,0,BB,PRT,TA/TO,0,0,0,F,G,0,No Deposit,241.0,0,Transient,94.37,0,2,4
16817,Renaissance Hotel,0,111,2018,September,37,10,1,3,2,0.0,0,BB,PRT,TA/TO,0,0,0,F,F,0,No Deposit,301.0,0,Transient,109.65,0,0,4
16821,Renaissance Hotel,1,240,2018,October,40,1,2,5,2,1.0,0,BB,PRT,Direct,0,1,0,A,A,0,No Deposit,250.0,0,Transient,47.6,0,1,7
16822,Renaissance Hotel,0,334,2018,September,37,7,2,5,2,0.0,0,HB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,112.0,0,1,7
16823,Renaissance Hotel,0,333,2018,September,37,7,2,5,2,0.0,0,HB,ESP,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,129.0,0,1,7
16824,Renaissance Hotel,0,0,2018,September,37,11,1,2,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,C,0,No Deposit,241.0,0,Transient,106.06,0,0,3
16825,Renaissance Hotel,0,16,2018,September,37,9,1,4,2,0.0,0,HB,NLD,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,112.88,0,1,5
16826,Renaissance Hotel,0,25,2018,September,37,11,1,2,2,0.0,0,HB,NLD,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0,Transient,135.67,0,1,3
16827,Renaissance Hotel,0,199,2018,September,37,11,1,2,2,0.0,0,BB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,154.0,0,1,3
16831,Renaissance Hotel,0,252,2018,September,37,10,1,3,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,156.0,0,Contract,55.68,0,2,4
16834,Renaissance Hotel,0,146,2018,September,37,8,2,5,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,142.0,0,Contract,60.61,0,0,7
16835,Renaissance Hotel,0,180,2018,September,36,1,4,10,2,0.0,0,BB,FRA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,0,Transient,131.4,0,1,14
16836,Renaissance Hotel,0,214,2018,September,37,7,3,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,156.0,0,Contract,55.68,0,0,8
16837,Renaissance Hotel,0,204,2018,September,37,8,2,5,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,156.0,0,Contract,55.68,0,0,7
16838,Renaissance Hotel,0,222,2018,September,38,14,1,0,2,0.0,0,BB,DEU,TA/TO,0,0,0,A,G,0,No Deposit,251.0,0,Transient,61.65,0,0,1
16839,Renaissance Hotel,0,60,2018,September,37,8,2,5,2,0.0,0,BB,IRL,TA/TO,0,0,0,D,E,0,No Deposit,240.0,0,Transient,146.0,0,1,7
16840,Renaissance Hotel,0,180,2018,September,36,5,4,6,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,71.55,0,0,10
16841,Renaissance Hotel,0,254,2018,September,37,12,2,2,2,0.0,0,BB,CN,TA/TO,0,0,0,A,D,1,No Deposit,15.0,0,Transient-Party,36.0,0,0,4
16842,Renaissance Hotel,0,254,2018,September,37,12,2,2,2,0.0,0,BB,CN,TA/TO,0,0,0,A,A,1,No Deposit,15.0,0,Transient-Party,36.0,0,0,4
16844,Renaissance Hotel,0,254,2018,September,37,12,2,2,1,0.0,0,BB,CN,TA/TO,0,0,0,A,A,5,No Deposit,15.0,0,Transient-Party,34.0,0,0,4
16845,Renaissance Hotel,0,254,2018,September,37,12,2,2,2,0.0,0,BB,DEU,TA/TO,0,0,0,A,A,1,No Deposit,15.0,0,Transient-Party,36.0,0,0,4
16847,Renaissance Hotel,0,254,2018,September,37,12,2,2,2,0.0,0,BB,CN,TA/TO,0,0,0,A,C,3,No Deposit,15.0,0,Transient-Party,36.0,0,0,4
16848,Renaissance Hotel,0,254,2018,September,37,12,2,2,2,0.0,0,BB,CN,TA/TO,0,0,0,E,E,1,No Deposit,15.0,0,Transient-Party,89.96,0,0,4
16850,Renaissance Hotel,0,254,2018,September,37,12,2,2,2,0.0,0,BB,CN,TA/TO,0,0,0,A,A,0,No Deposit,15.0,0,Transient-Party,0.0,0,0,4
16851,Renaissance Hotel,0,254,2018,September,37,12,2,2,2,0.0,0,BB,CN,TA/TO,0,0,0,A,A,0,No Deposit,15.0,0,Transient-Party,36.0,0,0,4
16857,Renaissance Hotel,0,254,2018,September,37,12,2,2,2,0.0,0,BB,FRA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,0,Transient-Party,36.0,0,0,4
16858,Renaissance Hotel,0,254,2018,September,37,12,2,2,2,0.0,0,BB,CN,TA/TO,0,0,0,A,C,0,No Deposit,15.0,0,Transient-Party,36.0,0,0,4
16863,Renaissance Hotel,0,99,2018,September,37,9,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,E,F,0,No Deposit,156.0,0,Transient,92.63,0,4,7
16865,Renaissance Hotel,0,222,2018,September,38,14,1,1,2,0.0,0,HB,FRA,TA/TO,0,0,0,A,E,0,No Deposit,68.0,0,Transient-Party,80.0,0,0,2
16866,Renaissance Hotel,0,222,2018,September,38,14,1,1,2,0.0,0,HB,ESP,TA/TO,0,0,0,A,F,0,No Deposit,68.0,0,Transient-Party,80.0,0,0,2
16867,Renaissance Hotel,0,222,2018,September,38,14,1,1,2,0.0,0,HB,FRA,TA/TO,0,0,0,A,D,0,No Deposit,68.0,0,Transient-Party,80.0,0,0,2
16870,Renaissance Hotel,0,222,2018,September,38,14,1,1,2,0.0,0,HB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,68.0,0,Transient-Party,80.0,0,0,2
16871,Renaissance Hotel,0,222,2018,September,38,14,1,1,1,0.0,0,HB,FRA,TA/TO,0,0,0,A,A,2,No Deposit,68.0,0,Transient-Party,59.0,0,0,2
16872,Renaissance Hotel,0,222,2018,September,38,14,1,1,2,0.0,0,HB,FRA,TA/TO,0,0,0,A,H,0,No Deposit,68.0,0,Transient-Party,80.0,0,0,2
16873,Renaissance Hotel,0,222,2018,September,38,14,1,1,2,0.0,0,HB,ESP,TA/TO,0,0,0,A,E,0,No Deposit,68.0,0,Transient-Party,80.0,0,0,2
16874,Renaissance Hotel,0,222,2018,September,38,14,1,1,2,0.0,0,HB,FRA,TA/TO,0,0,0,A,F,0,No Deposit,68.0,0,Transient-Party,80.0,0,0,2
16876,Renaissance Hotel,0,222,2018,September,38,14,1,1,2,0.0,0,HB,FRA,TA/TO,0,0,0,A,G,0,No Deposit,68.0,0,Transient-Party,80.0,0,0,2
16877,Renaissance Hotel,0,222,2018,September,38,14,1,1,2,0.0,0,HB,FRA,TA/TO,0,0,0,A,A,0,No Deposit,68.0,0,Transient-Party,80.0,0,1,2
16880,Renaissance Hotel,0,222,2018,September,38,14,1,1,2,0.0,0,HB,FRA,TA/TO,0,0,0,A,A,0,No Deposit,68.0,0,Transient-Party,80.0,0,0,2
16882,Renaissance Hotel,0,222,2018,September,38,14,1,1,2,0.0,0,HB,FRA,TA/TO,0,0,0,A,E,0,No Deposit,68.0,0,Transient,80.0,0,0,2
16883,Renaissance Hotel,0,222,2018,September,38,14,1,1,2,0.0,0,HB,ESP,TA/TO,0,0,0,A,E,0,No Deposit,68.0,0,Transient,80.0,0,0,2
16884,Renaissance Hotel,0,222,2018,September,38,14,1,1,2,0.0,0,HB,ESP,TA/TO,0,0,0,A,D,0,No Deposit,68.0,0,Transient,80.0,0,0,2
16886,Renaissance Hotel,0,222,2018,September,38,14,1,1,2,0.0,0,HB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,68.0,0,Transient,80.0,0,0,2
16887,Renaissance Hotel,0,222,2018,September,38,14,1,1,1,0.0,0,HB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,68.0,0,Transient,0.0,0,0,2
16888,Renaissance Hotel,0,41,2018,September,38,15,0,1,2,0.0,0,BB,ROU,TA/TO,0,0,0,A,A,2,No Deposit,240.0,0,Transient,89.0,0,2,1
16890,Renaissance Hotel,0,57,2018,September,38,16,2,8,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,84.5,0,1,10
16891,Renaissance Hotel,0,13,2018,September,38,14,1,1,3,0.0,0,HB,PRT,Direct,0,0,0,A,G,2,No Deposit,250.0,0,Transient,189.0,1,0,2
16892,Renaissance Hotel,0,200,2018,September,37,7,3,7,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,156.0,0,Contract,50.15,0,1,10
16893,Renaissance Hotel,0,200,2018,September,37,7,3,7,1,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,156.0,0,Contract,43.78,0,1,10
16894,Renaissance Hotel,0,89,2018,September,37,6,4,7,2,0.0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,99.18,0,0,11
16895,Renaissance Hotel,0,252,2018,September,37,10,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,62.48,0,1,7
16896,Renaissance Hotel,0,217,2018,September,37,7,3,7,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,62.48,0,0,10
16899,Renaissance Hotel,0,0,2018,September,38,16,0,1,1,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Group,58.5,0,0,1
16900,Renaissance Hotel,0,0,2018,October,44,27,0,1,1,0.0,0,BB,PRT,TA/TO,1,0,1,A,A,0,No Deposit,240.0,0,Transient,35.1,0,1,1
16901,Renaissance Hotel,0,0,2018,December,51,16,0,1,1,0.0,0,BB,PRT,TA/TO,1,0,2,D,D,0,No Deposit,240.0,0,Transient,40.0,0,1,1
16902,Renaissance Hotel,0,0,2019,January,4,20,0,1,2,0.0,0,BB,PRT,TA/TO,1,0,3,D,D,0,No Deposit,240.0,0,Transient,48.0,0,1,1
16903,Renaissance Hotel,0,0,2019,February,8,16,0,1,2,0.0,0,BB,PRT,TA/TO,1,0,4,A,D,0,No Deposit,240.0,0,Transient,43.0,0,1,1
16904,Renaissance Hotel,0,1,2019,March,11,8,0,1,1,0.0,0,BB,PRT,TA/TO,1,0,5,A,D,0,No Deposit,240.0,0,Transient,43.0,0,1,1
16905,Renaissance Hotel,0,3,2019,May,21,20,1,2,2,0.0,0,BB,PRT,TA/TO,1,0,6,A,A,0,No Deposit,240.0,0,Transient,89.0,0,2,3
16906,Renaissance Hotel,0,1,2018,September,38,16,0,1,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,66.6,0,0,1
16907,Renaissance Hotel,0,0,2019,March,10,2,0,1,2,0.0,0,BB,PRT,TA/TO,1,0,1,A,A,1,No Deposit,240.0,0,Transient,48.0,0,0,1
16908,Renaissance Hotel,0,1,2017,February,7,14,0,1,1,0.0,0,BB,PRT,TA/TO,1,0,2,A,D,0,No Deposit,240.0,0,Transient-Party,55.0,0,2,1
16910,Renaissance Hotel,0,71,2018,September,37,6,4,7,2,0.0,0,HB,ESP,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,150.82,1,1,11
16911,Renaissance Hotel,0,0,2018,September,38,16,0,1,1,0.0,0,BB,USA,Direct,0,0,0,A,C,0,No Deposit,250.0,0,Group,65.0,0,0,1
16914,Renaissance Hotel,0,2,2018,September,38,16,0,1,2,0.0,0,BB,FRA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,99.0,0,2,1
16915,Renaissance Hotel,0,0,2018,September,38,16,0,1,2,0.0,0,BB,AUS,TA/TO,0,0,0,A,C,0,No Deposit,241.0,0,Transient,56.98,0,2,1
16916,Renaissance Hotel,0,116,2018,September,37,12,2,3,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,B,0,No Deposit,147.0,0,Transient,54.84,0,0,5
16917,Renaissance Hotel,0,6,2018,September,38,16,0,1,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,74.0,0,1,1
16918,Renaissance Hotel,0,169,2018,September,36,3,4,10,1,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,1,No Deposit,241.0,0,Transient,66.16,0,1,14
16919,Renaissance Hotel,0,137,2018,September,37,7,3,7,2,0.0,0,HB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,2.0,0,Transient,89.55,0,0,10
16920,Renaissance Hotel,0,205,2018,September,36,5,4,8,2,0.0,0,BB,IRL,TA/TO,0,0,0,D,D,0,No Deposit,156.0,0,Contract,62.48,0,1,12
16921,Renaissance Hotel,0,95,2018,September,37,7,3,7,2,0.0,0,HB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,142.0,0,Transient,110.64,0,0,10
16922,Renaissance Hotel,0,226,2018,September,36,4,4,10,2,0.0,0,BB,NLD,TA/TO,0,0,0,D,D,0,No Deposit,71.0,0,Contract,62.48,0,0,14
16923,Renaissance Hotel,0,252,2018,September,37,11,2,5,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Contract,53.1,0,1,7
16924,Renaissance Hotel,0,246,2018,September,36,4,4,10,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,2.0,0,Contract,48.88,0,0,14
16925,Renaissance Hotel,0,301,2018,September,37,6,4,8,2,0.0,0,HB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,40.0,0,Contract,107.82,0,2,12
16926,Renaissance Hotel,0,97,2018,September,37,11,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0,Transient,63.21,0,0,7
16927,Renaissance Hotel,0,16,2018,September,38,16,0,2,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,89.0,1,1,2
16928,Renaissance Hotel,0,211,2018,September,36,4,4,10,2,0.0,0,HB,DEU,TA/TO,0,0,0,E,E,0,No Deposit,69.0,0,Contract,98.6,1,0,14
16940,Renaissance Hotel,0,203,2018,September,37,11,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,156.0,0,Contract,62.48,0,0,7
16941,Renaissance Hotel,0,0,2018,September,38,16,0,2,2,0.0,0,BB,ITA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,129.0,1,1,2
16942,Renaissance Hotel,0,6,2018,September,38,16,0,2,2,0.0,0,BB,PRT,Direct,0,0,0,F,F,0,No Deposit,250.0,0,Transient,116.5,1,0,2
16943,Renaissance Hotel,0,64,2018,September,38,17,0,1,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,G,0,No Deposit,240.0,0,Transient,66.6,0,2,1
16944,Renaissance Hotel,0,152,2018,September,37,9,2,7,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,66.6,0,1,9
16945,Renaissance Hotel,0,0,2018,September,38,15,0,3,2,2.0,0,BB,CHE,TA/TO,0,0,0,G,G,2,No Deposit,240.0,0,Transient,139.0,1,0,3
16946,Renaissance Hotel,0,119,2018,September,37,12,2,4,2,0.0,0,HB,DEU,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,102.6,0,1,6
16947,Renaissance Hotel,0,13,2018,September,38,16,0,2,2,0.0,0,HB,IRL,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0,Transient,99.45,0,1,2
16948,Renaissance Hotel,0,64,2019,January,4,21,0,3,2,0.0,0,BB,IRL,TA/TO,1,0,1,A,E,3,No Deposit,250.0,0,Transient,68.0,0,2,3
16949,Renaissance Hotel,0,149,2018,September,37,12,2,5,1,0.0,0,HB,DEU,TA/TO,0,0,0,A,A,0,No Deposit,275.0,0,Transient,58.05,0,0,7
16950,Renaissance Hotel,0,169,2018,September,37,12,2,5,2,0.0,0,HB,GBR,TA/TO,0,0,0,A,A,1,No Deposit,143.0,0,Contract,70.98,0,2,7
16951,Renaissance Hotel,0,93,2018,September,37,9,2,8,2,0.0,0,BB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,95.0,0,Transient,90.0,0,0,10
16952,Renaissance Hotel,0,101,2018,September,37,12,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,26.0,0,Contract,73.15,0,1,7
16953,Renaissance Hotel,0,30,2018,September,38,17,0,2,2,0.0,0,BB,HUN,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,114.0,0,2,2
16954,Renaissance Hotel,0,4,2018,September,38,14,1,4,2,0.0,0,BB,ESP,TA/TO,0,0,0,C,C,0,No Deposit,142.0,0,Transient,102.24,1,0,5
16955,Renaissance Hotel,0,2,2018,September,38,16,0,3,2,0.0,0,BB,PRT,TA/TO,0,0,0,D,A,1,No Deposit,240.0,0,Transient,89.0,0,2,3
16956,Renaissance Hotel,0,254,2018,September,38,13,2,4,2,0.0,0,BB,PRT,TA/TO,0,0,0,D,D,1,No Deposit,156.0,0,Contract,66.15,0,0,6
16957,Renaissance Hotel,0,65,2018,September,38,16,0,3,1,0.0,0,BB,PRT,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,74.0,0,2,3
16958,Renaissance Hotel,0,14,2018,September,38,17,0,2,2,2.0,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,144.0,1,1,2
16959,Renaissance Hotel,0,258,2018,September,38,17,0,2,2,0.0,0,HB,FRA,TA/TO,0,0,0,A,A,1,No Deposit,245.0,0,Transient-Party,78.3,0,1,2
16960,Renaissance Hotel,0,258,2018,September,38,17,0,2,2,0.0,0,HB,FRA,TA/TO,0,0,0,A,C,1,No Deposit,245.0,0,Transient-Party,78.3,0,1,2
16961,Renaissance Hotel,0,17,2018,September,38,13,2,4,2,0.0,0,BB,PRT,Direct,0,0,0,A,D,0,No Deposit,250.0,0,Transient,98.0,0,0,6
16963,Renaissance Hotel,0,152,2018,September,37,12,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,142.0,0,Transient,68.35,0,0,7
16964,Renaissance Hotel,0,258,2018,September,38,17,0,2,1,0.0,0,HB,PRT,TA/TO,0,0,0,A,B,2,No Deposit,245.0,0,Transient-Party,59.85,0,0,2
16965,Renaissance Hotel,0,258,2018,September,38,17,0,2,1,0.0,0,HB,PRT,TA/TO,0,0,0,A,A,3,No Deposit,245.0,0,Transient-Party,59.85,0,0,2
16966,Renaissance Hotel,0,35,2018,September,38,18,0,1,2,0.0,0,BB,ITA,TA/TO,0,0,0,E,G,1,No Deposit,240.0,0,Transient,114.0,0,2,1
16968,Renaissance Hotel,0,258,2018,September,38,17,0,2,2,0.0,0,HB,PRT,TA/TO,0,0,0,A,A,1,No Deposit,245.0,0,Transient-Party,78.3,0,1,2
16972,Renaissance Hotel,0,208,2018,September,37,12,2,5,2,0.0,0,HB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,143.0,0,Contract,84.58,0,1,7
16973,Renaissance Hotel,0,93,2018,September,38,16,0,3,2,0.0,0,BB,THA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,0,Transient,99.0,0,1,3
16974,Renaissance Hotel,0,93,2018,September,38,16,0,3,2,0.0,0,BB,FRA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,89.0,0,1,3
16975,Renaissance Hotel,0,76,2018,September,38,13,2,4,2,0.0,0,BB,GBR,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0,Transient,93.17,0,3,6
16977,Renaissance Hotel,0,227,2018,September,38,15,0,5,3,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,115.0,0,Transient,71.69,0,1,5
16978,Renaissance Hotel,0,193,2018,September,37,11,2,7,2,0.0,0,HB,DEU,TA/TO,0,0,0,D,D,0,No Deposit,69.0,0,Contract,84.58,0,0,9
16980,Renaissance Hotel,0,206,2018,September,38,13,2,5,2,0.0,0,HB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0,Contract,72.68,0,0,7
16981,Renaissance Hotel,0,146,2018,September,37,10,2,8,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,243.0,0,Contract,51.75,0,0,10
16982,Renaissance Hotel,0,92,2018,September,38,13,2,5,2,0.0,0,BB,IRL,TA/TO,0,0,0,E,F,0,No Deposit,240.0,0,Transient,99.0,0,2,7
16983,Renaissance Hotel,0,52,2018,September,38,17,0,3,2,2.0,0,BB,FRA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,0,Transient,129.0,0,1,3
16984,Renaissance Hotel,0,120,2018,September,38,15,0,5,2,0.0,0,BB,PRT,Direct,0,0,0,E,E,0,No Deposit,250.0,0,Transient,112.6,1,1,5
16985,Renaissance Hotel,0,7,2018,September,38,19,0,1,2,1.0,0,BB,PRT,TA/TO,0,0,0,H,H,1,No Deposit,240.0,0,Transient,160.0,1,0,1
16986,Renaissance Hotel,0,257,2018,September,38,15,0,5,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,142.0,0,Contract,50.15,0,0,5
16987,Renaissance Hotel,0,252,2018,September,38,13,2,5,2,0.0,0,BB,IRL,TA/TO,0,0,0,D,D,0,No Deposit,175.0,0,Transient,66.15,0,0,7
16988,Renaissance Hotel,0,120,2018,September,38,16,0,4,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,83.0,0,0,4
16989,Renaissance Hotel,0,295,2018,September,37,9,2,9,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,79.09,0,1,11
16990,Renaissance Hotel,0,146,2018,September,37,10,2,8,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,243.0,0,Contract,66.15,0,0,10
16991,Renaissance Hotel,0,258,2018,September,38,17,1,3,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,156.0,0,Contract,50.15,0,2,4
16992,Renaissance Hotel,0,258,2018,September,38,17,1,3,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,156.0,0,Contract,52.15,0,2,4
16993,Renaissance Hotel,0,239,2018,September,38,19,1,1,1,0.0,0,HB,FRA,TA/TO,0,0,0,A,E,0,No Deposit,248.0,0,Transient-Party,0.0,0,0,2
16994,Renaissance Hotel,0,293,2018,September,37,7,4,10,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0,Contract,48.88,0,0,14
16995,Renaissance Hotel,0,239,2018,September,38,19,1,1,2,0.0,0,HB,FRA,TA/TO,0,0,0,A,C,0,No Deposit,248.0,0,Transient-Party,80.0,0,0,2
16999,Renaissance Hotel,0,239,2018,September,38,19,1,1,2,0.0,0,HB,FRA,TA/TO,0,0,0,A,E,0,No Deposit,248.0,0,Transient-Party,80.0,0,0,2
